1592295927,10462
1592295633,10485
1592295338,10480
1592294991,10515
1592294614,10497
1592294275,10479
1592293929,10369
1592293604,10346
1592293175,10515
1592292807,10382
1592292420,10376
1592292093,10482
1592291767,10314
1592291398,10477
1592291002,10486
1592290604,10509
1592290290,10454
1592289986,10372
1592289661,10471
1592289307,10432
1592295927,10462
1592295633,10485
1592295338,10480
1592294991,10515
1592294614,10497
1592294275,10479
1592293929,10369
1592293604,10346
1592293175,10515
1592292807,10382
1592292420,10376
1592292093,10482
1592291767,10314
1592291398,10477
1592291002,10486
1592290604,10509
1592290290,10454
1592289986,10372
1592289661,10471
1592289307,10432
1592288981,10459
1592288667,10485
1592288280,10366
1592287872,10451
1592287505,10462
1592287116,10450
1592286749,10456
1592286424,10430
1592286078,10448
1592285721,10428
1592285375,10436
1592285031,10427
1592284696,10417
1592284350,10443
1592283985,10431
1592283578,10430
1592283235,10393
1592282901,10418
1592282577,10413
1592282243,10400
1592281898,10363
1592281553,10408
1592281208,10387
1592280884,10451
1592280486,10427
1592280151,10411
1592279734,10408
1592279409,10420
1592279064,10415
1592278718,10431
1592278332,10412
1592277978,10386
1592277634,10408
1592277289,10385
1592276944,10406
1592276569,10402
1592276184,10411
1592275850,10398
1592275527,10368
1592275191,10392
1592274857,10379
1592274543,10403
1592274199,10415
1592273875,10404
1592273531,10411
1592273186,10417
1592272831,10396
1592272497,10417
1592272173,10389
1592271828,10410
1592271483,10391
1592271149,10396
1592270763,10368
1592270439,10386
1592270084,10411
1592269750,10445
1592269385,10411
1592268968,10378
1592268644,10435
1592268300,10418
1592267945,10440
1592267601,10437
1592267247,10461
1592266914,10474
1592266539,10439
1592266145,10469
1592265780,10446
1592265434,10442
1592265100,10464
1592264765,10474
1592264390,10457
1592264044,10463
1592263689,10471
1592263344,10463
1592263010,10492
1592262624,10474
1592262229,10482
1592261863,10468
1592261539,10488
1592261216,10497
1592260891,10499
1592260516,10513
1592260129,10497
1592259785,10542
1592259430,10531
1592259066,10529
1592258700,10495
1592258271,10547
1592257906,10536
1592257551,10517
1592257205,10526
1592256819,10526
1592256464,10519
1592256108,10516
1592255743,10502
1592255398,10515
1592255074,10503
1592254655,10530
1592254257,10517
1592253868,10529
1592253513,10520
1592253133,10526
1592252785,10556
1592252377,10558
1592251967,10562
1592251549,10587
1592251149,10573
1592250738,10587
1592250288,10567
1592249901,10591
1592249512,10552
1592249114,10544
1592248695,10566
1592248297,10550
1592247890,10573
1592247524,10561
1592247115,10546
1592246687,10552
1592246318,10547
1592245901,10513
1592245472,10553
1592245084,10543
1592244684,10523
1592244287,10556
1592243858,10553
1592243439,10543
1592243020,10551
1592242624,10543
1592242246,10511
1592241817,10535
1592241409,10509
1592241019,10540
1592240631,10528
1592240263,10529
1592239804,10537
1592239392,10539
1592239024,10548
1592238638,10518
1592238208,10535
1592237788,10524
1592237369,10506
1592236991,10505
1592236532,10513
1592236103,10523
1592235755,10511
1592235358,10516
1592234959,10521
1592234581,10496
1592234183,10507
1592233806,10512
1592233440,10509
1592233021,10513
1592232601,10471
1592232181,10502
1592231793,10518
1592231384,10520
1592230983,10520
1592230572,10525
1592230174,10530
1592229806,10542
1592229277,10564
1592228918,10538
1592228489,10526
1592228101,10569
1592227724,10557
1592227336,10559
1592226925,10529
1592226507,10560
1592226189,10537
1592225679,10586
1592225312,10587
1592224946,10523
1592224602,10559
1592224246,10568
1592223847,10566
1592223491,10571
1592223134,10580
1592222757,10576
1592222347,10586
1592221949,10578
1592221538,10597
1592221170,10576
1592220835,10613
1592220458,10596
1592220060,10603
1592219663,10585
1592219317,10588
1592218993,10609
1592218556,10590
1592218211,10601
1592217876,10580
1592217551,10591
1592217207,10596
1592216870,10588
1592216483,10600
1592216106,10591
1592215730,10527
1592215372,10496
1592214891,10535
1592214514,10539
1592214127,10623
1592213781,10540
1592213435,10624
1592213036,10665
1592212627,10637
1592212281,10667
1592211917,10525
1592211530,10638
1592211206,10642
1592210818,10629
1592210464,10601
1592210129,10605
1592209795,10599
1592209481,10611
1592209177,10611
1592208854,10619
1592208549,10638
1592208161,10656
1592207764,10661
1592207419,10647
1592207094,10668
1592206760,10660
1592206395,10659
1592206050,10636
1592205726,10672
1592205360,10674
1592204994,10643
1592204659,10661
